Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend,data_quality_score,cleansing_timestamp,record_source
DEBIT,3,2,-33.93000031,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Melissa,5988,Miller,,Consumer,PR,5434 Grand Common,725,4,Apparel,18.29958344,-66.37057495,Europe,Littlehampton,Reino Unido,5988,2015-08-26 22:57:00,16302,403,16.89999962,0.129999995,40705,129.9900055,-0.300000012,1,129.9900055,113.0899963,-33.93000031,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-08-29 22:57:00,Second Class,1097,1478,29,14,3,20150826,6,806,Wednesday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,2,42.40999985,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,8098,Smith,,Consumer,PR,7761 Silent Hickory Drive,725,4,Apparel,18.29667473,-66.37059784,Europe,West Bromwich,Reino Unido,8098,2015-08-04 00:13:00,14730,403,16.89999962,0.129999995,36850,129.9900055,0.379999995,1,129.9900055,113.0899963,42.40999985,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-08-10 00:13:00,Second Class,1475,3059,29,14,3,20150804,6,675,Tuesday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,33.93000031,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Steven,9726,Smith,,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,London,Reino Unido,9726,2015-07-14 18:17:00,13343,403,16.89999962,0.129999995,33410,129.9900055,0.300000012,1,129.9900055,113.0899963,33.93000031,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-18 18:17:00,Second Class,1788,1491,29,14,3,20150714,6,603,Tuesday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,-8.720000267,52.18999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Judith,5113,Osborne,,Consumer,PR,8924 Easy Treasure Nook,725,4,Apparel,18.28249931,-66.37054443,Europe,Seville,España,5113,2017-06-25 18:00:00,62117,365,7.800000191,0.129999995,155308,59.99000168,-0.170000002,1,59.99000168,52.18999863,-8.720000267,Southern Europe,Andalucía,COMPLETE,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-06-28 18:00:00,Second Class,937,2550,28,13,3,20170625,6,3104,Sunday,6,2,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,52.02000046,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Steven,9726,Smith,,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,Moncalieri,Italia,9726,2017-07-03 08:10:00,62637,403,16.89999962,0.129999995,156600,129.9900055,0.460000008,1,129.9900055,113.0899963,52.02000046,Southern Europe,Piamonte,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-07-06 08:10:00,Second Class,1788,1821,29,14,3,20170703,6,3133,Monday,7,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,2,-33.93000031,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Megan,482,Moreno,,Consumer,PR,1591 Foggy Meadow,725,4,Apparel,18.22757721,-66.04562378,Europe,Reims,Francia,482,2017-09-17 08:46:00,67845,403,16.89999962,0.129999995,169622,129.9900055,-0.300000012,1,129.9900055,113.0899963,-33.93000031,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-09-23 08:46:00,Second Class,104,2292,29,14,3,20170917,6,3385,Sunday,9,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,36.75,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Andrew,8645,Johnston,,Consumer,PR,2337 Indian Inlet,725,4,Apparel,18.26177788,-66.37062836,Europe,Lille,Francia,8645,2017-09-15 10:10:00,67712,403,16.89999962,0.129999995,169287,129.9900055,0.330000013,1,129.9900055,113.0899963,36.75,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-09-18 10:10:00,Second Class,1569,1458,29,14,3,20170915,6,3374,Friday,9,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,2,35.40000153,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Beverly,7202,Smith,,Consumer,PR,3506 Heather Berry Round,725,4,Apparel,18.22836685,-66.3706131,Europe,Seraing,Bélgica,7202,2015-06-13 14:39:00,11209,403,16.89999962,0.129999995,28017,129.9900055,0.310000002,1,129.9900055,113.0899963,35.40000153,Western Europe,Lieja,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-06-18 14:39:00,Second Class,1310,2546,29,14,3,20150613,6,474,Saturday,6,2,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,2,14.27999973,50.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Mary,1173,Silva,,Consumer,PR,7800 Hazy Lake Acres,725,4,Apparel,18.24680519,-66.37059021,Europe,Kramators'k,Ucrania,1173,2016-08-28 16:50:00,41494,365,9.0,0.150000006,103574,59.99000168,0.280000001,1,59.99000168,50.99000168,14.27999973,Eastern Europe,Donetsk,COMPLETE,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-09-02 16:50:00,Second Class,219,1342,28,13,3,20160828,6,2091,Sunday,8,3,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,28.72999954,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Amanda,1275,Smith,,Consumer,PR,7190 Silver Horse Glade,725,4,Apparel,18.25260544,-66.37054443,Europe,Basingstoke,Reino Unido,1275,2015-09-29 09:36:00,18593,403,19.5,0.150000006,46473,129.9900055,0.25999999,1,129.9900055,110.4899979,28.72999954,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-10-03 09:36:00,Second Class,241,273,29,14,3,20150929,6,1013,Tuesday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,27.62000084,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Steven,9726,Smith,,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,London,Reino Unido,9726,2015-07-14 18:17:00,13343,403,19.5,0.150000006,33408,129.9900055,0.25,1,129.9900055,110.4899979,27.62000084,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-18 18:17:00,Second Class,1788,1491,29,14,3,20150714,6,601,Tuesday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,13.26000023,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Steven,9726,Smith,,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,Moncalieri,Italia,9726,2017-07-03 08:10:00,62637,403,19.5,0.150000006,156598,129.9900055,0.119999997,1,129.9900055,110.4899979,13.26000023,Southern Europe,Piamonte,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-07-06 08:10:00,Second Class,1788,1821,29,14,3,20170703,6,3132,Monday,7,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,2,145.6999969,303.5400085,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,,Sara,13597,Mejia,,Consumer,PR,4520 Quiet Grounds,725,4,Apparel,18.21118736,-66.03705597,Europe,Kiel,Alemania,13597,2017-10-19 11:10:00,70044,1350,53.5699997,0.150000006,173359,357.1000061,0.479999989,1,357.1000061,303.5400085,145.6999969,Western Europe,Schleswig-Holstein,COMPLETE,,1350,63,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,2017-10-24 11:10:00,Second Class,2326,1316,68,30,3,20171019,6,3473,Thursday,10,4,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,37.34999847,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,1566,Simon,,Consumer,PR,7595 Cotton Log Row,725,4,Apparel,18.27092362,-66.37060547,Europe,Arnhem,Países Bajos,1566,2017-09-16 00:32:00,67753,403,19.5,0.150000006,169392,129.9900055,0.340000004,1,129.9900055,110.4899979,37.34999847,Western Europe,Güeldres,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-09-20 00:32:00,Second Class,295,130,29,14,3,20170916,6,3379,Saturday,9,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,35.90999985,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Marilyn,4047,Potter,,Consumer,PR,1155 Cotton Inlet,725,4,Apparel,18.24645615,-66.37052918,Europe,Montreuil,Francia,4047,2015-08-31 13:19:00,16617,403,19.5,0.150000006,41532,129.9900055,0.330000013,1,129.9900055,110.4899979,35.90999985,Western Europe,Isla de Francia,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-09-03 13:19:00,Second Class,744,1840,29,14,3,20150831,6,839,Monday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,2,50.83000183,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Rebecca,6594,Austin,,Consumer,PR,896 Thunder Knoll,725,4,Apparel,18.25728226,-66.37054443,Europe,Dortmund,Alemania,6594,2015-08-01 17:34:00,14574,403,19.5,0.150000006,36449,129.9900055,0.460000008,1,129.9900055,110.4899979,50.83000183,Western Europe,Renania del Norte-Westfalia,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-08-06 17:34:00,Second Class,1209,766,29,14,3,20150801,6,660,Saturday,8,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,30.94000053,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,3940,Smith,,Consumer,PR,7258 Burning Dale Mountain,725,4,Apparel,18.21918869,-66.37059021,Europe,Hautmont,Francia,3940,2015-07-05 08:19:00,12698,403,19.5,0.150000006,31770,129.9900055,0.280000001,1,129.9900055,110.4899979,30.94000053,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-09 08:19:00,Second Class,719,1084,29,14,3,20150705,6,562,Sunday,7,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,2,34.18000031,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,1186,Soto,,Consumer,PR,472 Cinder Sky Farm,725,4,Apparel,18.20616531,-66.3705368,Europe,Sunderland,Reino Unido,1186,2015-08-16 16:40:00,15599,403,20.79999924,0.159999996,39000,129.9900055,0.310000002,1,129.9900055,109.1900024,34.18000031,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-08-21 16:40:00,Second Class,222,2666,29,14,3,20150816,6,747,Sunday,8,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,49.13999939,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Steven,9726,Smith,,Consumer,PR,4097 Middle Spring Centre,725,4,Apparel,18.24162674,-66.37054443,Europe,London,Reino Unido,9726,2015-07-14 18:17:00,13343,403,20.79999924,0.159999996,33407,129.9900055,0.449999988,1,129.9900055,109.1900024,49.13999939,Northern Europe,Inglaterra,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-18 18:17:00,Second Class,1788,1491,29,14,3,20150714,6,600,Tuesday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,2,29.47999954,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Jack,4279,Meyer,,Consumer,PR,6080 Old Bay,725,4,Apparel,18.29564285,-66.37054443,Europe,Rome,Italia,4279,2015-10-20 23:45:00,20072,403,20.79999924,0.159999996,50172,129.9900055,0.270000011,1,129.9900055,109.1900024,29.47999954,Southern Europe,Lacio,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-10-23 23:45:00,Second Class,781,2338,29,14,3,20151020,6,1131,Tuesday,10,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,13.60999966,50.38999939,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Mary,4151,Smith,,Consumer,PR,4251 Sleepy View Alley,725,4,Apparel,18.23519516,-66.37062073,Europe,Augsburg,Alemania,4151,2015-06-29 20:56:00,12323,365,9.600000381,0.159999996,30793,59.99000168,0.270000011,1,59.99000168,50.38999939,13.60999966,Western Europe,Bavaria,COMPLETE,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-07-03 20:56:00,Second Class,760,158,28,13,3,20150629,6,545,Monday,6,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,2,145.3699951,387.6400146,Late delivery,1,66,Crafts,Caguas,Puerto Rico,,Karina,14848,Harper,,Consumer,PR,432 Dusty Glen,725,4,Apparel,18.26007843,-66.03705597,Europe,Cognac,Francia,14848,2017-11-06 17:27:00,71295,1353,73.83999634,0.159999996,174610,461.480011,0.379999995,1,461.480011,387.6400146,145.3699951,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,,1353,66,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,2017-11-12 17:27:00,Second Class,2369,609,71,33,3,20171106,6,3516,Monday,11,4,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,2,32.75999832,109.1900024,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,,Kathryn,4697,Singh,,Consumer,PR,6774 Noble Branch Knoll,725,4,Apparel,18.23197174,-66.37056732,Europe,Castrop-Rauxel,Alemania,4697,2017-08-26 13:21:00,66351,403,20.79999924,0.159999996,165859,129.9900055,0.300000012,1,129.9900055,109.1900024,32.75999832,Western Europe,Renania del Norte-Westfalia,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-08-28 13:21:00,Second Class,864,522,29,14,3,20170826,8,3307,Saturday,8,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,0.0,109.1900024,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,3940,Smith,,Consumer,PR,7258 Burning Dale Mountain,725,4,Apparel,18.21918869,-66.37059021,Europe,Hautmont,Francia,3940,2015-07-05 08:19:00,12698,403,20.79999924,0.159999996,31769,129.9900055,0.0,1,129.9900055,109.1900024,0.0,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-09 08:19:00,Second Class,719,1084,29,14,3,20150705,6,561,Sunday,7,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,2,32.36999893,107.8899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,,Mary,5887,Peters,,Consumer,PR,9494 Bright Stead,725,4,Apparel,18.22748947,-66.37056732,Europe,Bytom,Polonia,5887,2016-10-06 10:39:00,44148,403,22.10000038,0.170000002,110243,129.9900055,0.300000012,1,129.9900055,107.8899994,32.36999893,Eastern Europe,Silesia,COMPLETE,,403,18,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-10-10 10:39:00,Second Class,1073,448,29,14,3,20161006,6,2232,Thursday,10,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,6,4,127.5500031,283.4500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Ruth,8524,Farrell,,Consumer,PR,1453 Lazy Cider Hill,725,4,Apparel,18.24496079,-66.3705368,LATAM,Durango,México,8524,2017-02-20 13:05:00,53540,365,16.5,0.059999999,133806,59.99000168,0.449999988,5,299.9500122,283.4500122,127.5500031,Central America,Durango,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-02-26 13:05:00,Standard Class,1547,798,28,13,3,20170220,10,2768,Monday,2,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,5,4,5.460000038,272.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,John,4126,Stokes,,Consumer,PR,9920 Little Lane,725,4,Apparel,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2017-02-13 16:05:00,53069,365,27.0,0.090000004,132641,59.99000168,0.02,5,299.9500122,272.9500122,5.460000038,South America,Pichincha,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-02-18 16:05:00,Standard Class,757,2240,28,13,3,20170213,10,2737,Monday,2,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,6,4,2.700000048,269.9599915,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Stephen,3207,Smith,,Consumer,PR,1812 Sunny River Wharf,725,4,Apparel,18.2062397,-66.37052918,LATAM,Santo Domingo,República Dominicana,3207,2017-04-20 08:59:00,57570,365,30.0,0.100000001,144015,59.99000168,0.01,5,299.9500122,269.9599915,2.700000048,Caribbean,Santo Domingo,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-04-26 08:59:00,Standard Class,597,2487,28,13,3,20170420,10,2949,Thursday,4,2,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,5,4,108.2200012,263.9599915,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Ralph,12310,Nielsen,,Consumer,PR,6639 Clear Fawn Grounds,725,4,Apparel,18.2316761,-66.37062073,LATAM,Tegucigalpa,Honduras,12310,2015-03-17 05:19:00,5154,365,35.99000168,0.119999997,12871,59.99000168,0.409999996,5,299.9500122,263.9599915,108.2200012,Central America,Francisco Morazán,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-03-22 05:19:00,Standard Class,2255,2780,28,13,3,20150317,10,208,Tuesday,3,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,3,4,95.01999664,263.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,,Michael,1222,Garcia,,Consumer,PR,9026 Little Avenue,725,4,Apparel,18.23555565,-66.37051392,LATAM,Serra,Brasil,1222,2015-05-14 03:29:00,9122,365,35.99000168,0.119999997,22760,59.99000168,0.360000014,5,299.9500122,263.9599915,95.01999664,South America,Espíritu Santo,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-05-17 03:29:00,Standard Class,227,2548,28,13,3,20150514,9,368,Thursday,5,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,3,4,49.06000137,260.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,,Amber,8397,Smith,,Consumer,PR,3440 Clear Moor,725,4,Apparel,18.24105072,-66.37055969,LATAM,Tegucigalpa,Honduras,8397,2015-03-06 14:37:00,4427,365,38.99000168,0.129999995,11090,59.99000168,0.189999998,5,299.9500122,260.9599915,49.06000137,Central America,Francisco Morazán,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-03-09 14:37:00,Standard Class,1520,2781,28,13,3,20150306,9,175,Friday,3,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,6,4,71.38999939,254.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Donna,6306,Browning,,Consumer,PR,8569 Umber Fox Common,725,4,Apparel,18.25338554,-66.37062073,LATAM,Managua,Nicaragua,6306,2015-05-17 07:52:00,9340,365,44.99000168,0.150000006,23308,59.99000168,0.280000001,5,299.9500122,254.9600067,71.38999939,Central America,Managua,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-05-23 07:52:00,Standard Class,1154,1621,28,13,3,20150517,10,376,Sunday,5,2,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,2,4,47.86999893,251.9600067,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,,Margaret,8002,Martinez,,Consumer,PR,3412 Golden Orchard,725,4,Apparel,18.26959801,-66.37054443,LATAM,Santiago de los Caballeros,República Dominicana,8002,2015-05-17 04:42:00,9331,365,47.99000168,0.159999996,23280,59.99000168,0.189999998,5,299.9500122,251.9600067,47.86999893,Caribbean,Santiago de Chile,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-05-19 04:42:00,Standard Class,1460,2481,28,13,3,20150517,9,375,Sunday,5,2,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,6,4,28.12999916,248.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Jennifer,12382,Smith,,Consumer,PR,3413 Silver Lake Carrefour,725,4,Apparel,18.21268654,-66.37055969,LATAM,Villa Nueva,Guatemala,12382,2017-05-01 05:59:00,58315,365,50.99000168,0.170000002,145934,59.99000168,0.109999999,5,299.9500122,248.9600067,28.12999916,Central America,Guatemala,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-05-07 05:59:00,Standard Class,2269,3013,28,13,3,20170501,10,2980,Monday,5,2,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,3,4,62.99000168,224.9600067,Advance shipping,0,17,Cleats,Mayaguez,Puerto Rico,,Scott,7844,Smith,,Consumer,PR,2681 Cinder By-pass,680,4,Apparel,18.20005035,-67.14024353,LATAM,San Salvador,El Salvador,7844,2017-03-07 14:39:00,54572,365,74.98999786,0.25,136489,59.99000168,0.280000001,5,299.9500122,224.9600067,62.99000168,Central America,San Salvador,PROCESSING,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-03-10 14:39:00,Standard Class,1433,2436,28,13,3,20170307,9,2819,Tuesday,3,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,2,4,59.99000168,199.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,,Jennifer,12291,Sims,,Consumer,PR,3289 Thunder Prairie Inlet,725,5,Golf,18.20732117,-66.37050629,LATAM,Pinar del Río,Cuba,12291,2017-01-25 08:34:00,51746,627,0.0,0.0,129285,39.99000168,0.300000012,5,199.9499969,199.9499969,59.99000168,Caribbean,Pinar del Río,PROCESSING,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-01-27 08:34:00,Standard Class,2253,2143,37,17,4,20170125,9,2672,Wednesday,1,1,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,5,4,90.75,250.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Mary,6523,Smith,,Consumer,PR,8094 Broad Dale,725,5,Golf,18.28301239,-66.37054443,LATAM,Tegucigalpa,Honduras,6523,2015-03-04 07:16:00,4269,502,0.0,0.0,10673,50.0,0.360000014,5,250.0,250.0,90.75,Central America,Francisco Morazán,PROCESSING,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-03-09 07:16:00,Standard Class,1201,2783,30,15,4,20150304,10,168,Wednesday,3,1,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
