Order Id,order date (DateOrders),Order Status,Customer Id,Customer Fname,Customer Lname,Customer Segment,Customer City,Customer Country,Market,Order Region,Product Card Id,Product Name,Category Name,Product Price,Sales,Order Item Quantity,Order Item Discount,Order Item Total,Benefit per order,Order Profit Per Order
76849,2018-01-26 19:16:00,COMPLETE,20402,Cleo,Buchanan,Corporate,North Bergen,EE. UU.,Pacific Asia,Eastern Asia,1363,Summer dresses,Women's Clothing,215.8200073,215.8200073,1,19.42000008,196.3999939,0.0,0.0
27357,2016-02-04 08:01:00,COMPLETE,4807,Raymond,Rodgers,Corporate,Mission Viejo,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,-38.91999817,-38.91999817
29283,2016-03-03 10:47:00,COMPLETE,88,Mary,Henry,Corporate,Atlanta,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,40.22000122,40.22000122
30724,2016-03-24 11:38:00,COMPLETE,7697,Hannah,Wilkins,Corporate,New York,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,-26.62000084,-26.62000084
74454,2017-12-22 20:12:00,COMPLETE,18007,Audra,Weber,Corporate,Baltimore,EE. UU.,Pacific Asia,South Asia,1350,Children's heaters,Children's Clothing,357.1000061,357.1000061,1,32.13999939,324.9599915,40.61999893,40.61999893
24558,2015-12-25 11:24:00,COMPLETE,8720,Mary,Alvarado,Corporate,Strongsville,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,7.449999809,7.449999809
24230,2015-12-20 16:29:00,COMPLETE,1718,Mary,Smith,Corporate,Buffalo,EE. UU.,Pacific Asia,Southeast Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,5.400000095,54.59000015,-45.47000122,-45.47000122
26821,2016-01-27 12:14:00,COMPLETE,7795,Sandra,Smith,Corporate,Honolulu,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,53.22999954,53.22999954
23211,2015-12-05 19:29:00,COMPLETE,12100,Richard,Bolton,Corporate,Chicago,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,35.49000168,35.49000168
21868,2015-11-16 04:59:00,COMPLETE,11979,Brandon,Smith,Corporate,Madison,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,14.78999996,14.78999996
47009,2016-11-17 04:59:00,COMPLETE,150,Mary,Smith,Corporate,Union,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,11.69999981,118.2900009,35.49000168,35.49000168
42271,2016-09-09 01:03:00,COMPLETE,3905,Denise,Smith,Corporate,South San Francisco,EE. UU.,Pacific Asia,Central Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,-19.0699997,-19.0699997
50628,2017-01-09 00:53:00,COMPLETE,8552,Mary,Smith,Corporate,Philadelphia,EE. UU.,Pacific Asia,Central Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,38.02000046,38.02000046
24764,2015-12-28 11:34:00,COMPLETE,8551,Harold,Dalton,Corporate,Los Angeles,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,11.69999981,11.69999981
21907,2015-11-16 18:38:00,COMPLETE,12038,Patricia,Smith,Corporate,Fort Lauderdale,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,40.95000076,40.95000076
72442,2017-11-23 11:18:00,COMPLETE,15995,Cora,Cotton,Corporate,North Las Vegas,EE. UU.,Pacific Asia,Oceania,1357,Men's gala suit,Men's Clothing,210.8500061,210.8500061,1,21.09000015,189.7700043,85.38999939,85.38999939
27357,2016-02-04 08:01:00,COMPLETE,4807,Raymond,Rodgers,Corporate,Mission Viejo,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,54.99000168,54.99000168
21966,2015-11-17 15:19:00,COMPLETE,10291,Ann,Smith,Corporate,Aurora,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,38.61000061,38.61000061
31169,2016-03-30 23:32:00,COMPLETE,1293,Mary,Carey,Corporate,Methuen,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,33.93000031,33.93000031
21906,2015-11-16 18:17:00,COMPLETE,6961,James,Mitchell,Corporate,Costa Mesa,EE. UU.,Pacific Asia,South Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,6.0,53.99000168,15.65999985,15.65999985
72460,2017-11-23 17:36:00,COMPLETE,16013,Hillary,Atkins,Corporate,Chicago,EE. UU.,Pacific Asia,South Asia,1357,Men's gala suit,Men's Clothing,210.8500061,210.8500061,1,21.09000015,189.7700043,71.16000366,71.16000366
26861,2016-01-28 02:15:00,COMPLETE,7931,Mary,Mcdaniel,Corporate,Glen Burnie,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,14.61999989,14.61999989
76992,2018-01-28 21:22:00,COMPLETE,20545,Mara,Roman,Corporate,Fairfield,EE. UU.,Pacific Asia,South Asia,1363,Summer dresses,Women's Clothing,215.8200073,215.8200073,1,21.57999992,194.2400055,50.5,50.5
22792,2015-11-29 16:42:00,COMPLETE,7454,Andrew,Kim,Corporate,West Covina,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,39.77999878,39.77999878
24438,2015-12-23 17:22:00,COMPLETE,12038,Patricia,Smith,Corporate,Fort Lauderdale,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,14.61999989,14.61999989
27957,2016-02-13 02:13:00,COMPLETE,4618,Andrea,Smith,Corporate,Lithonia,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,58.5,58.5
26821,2016-01-27 12:14:00,COMPLETE,7795,Sandra,Smith,Corporate,Honolulu,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,11.69999981,11.69999981
21868,2015-11-16 04:59:00,COMPLETE,11979,Brandon,Smith,Corporate,Madison,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,13.0,116.9899979,-1.519999981,-1.519999981
47899,2016-11-30 04:48:00,COMPLETE,1695,Amanda,Marquez,Corporate,Saint Paul,EE. UU.,Pacific Asia,West Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,6.0,53.99000168,25.92000008,25.92000008
27918,2016-02-12 12:34:00,COMPLETE,11286,Mary,Garcia,Corporate,Porterville,EE. UU.,Pacific Asia,Eastern Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.199999809,52.79000092,3.960000038,3.960000038
22900,2015-12-01 06:32:00,COMPLETE,4357,Mary,Smith,Corporate,Peoria,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-22.87999916,-22.87999916
30997,2016-03-28 11:16:00,COMPLETE,3029,Bryan,Smith,Corporate,Winnetka,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-91.51000214,-91.51000214
26183,2016-01-18 04:43:00,COMPLETE,9769,Mary,Stevenson,Corporate,Simi Valley,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-25.73999977,-25.73999977
24314,2015-12-21 21:55:00,COMPLETE,3567,Thomas,Schroeder,Corporate,Honolulu,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,9.149999619,9.149999619
21267,2015-11-07 10:25:00,COMPLETE,5582,Gloria,Larson,Corporate,Chicago,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,10.0699997,10.0699997
31169,2016-03-30 23:32:00,COMPLETE,1293,Mary,Carey,Corporate,Methuen,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,45.75999832,45.75999832
30712,2016-03-24 07:25:00,COMPLETE,6855,Louis,Callahan,Corporate,Philadelphia,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,38.65999985,38.65999985
27207,2016-02-02 03:28:00,COMPLETE,10026,Mary,Wilson,Corporate,Mcallen,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,54.90999985,54.90999985
76847,2018-01-26 18:34:00,COMPLETE,20400,Wynter,Justice,Corporate,Los Angeles,EE. UU.,Pacific Asia,Oceania,1363,Summer dresses,Women's Clothing,215.8200073,215.8200073,1,25.89999962,189.9199982,-11.21000004,-11.21000004
21906,2015-11-16 18:17:00,COMPLETE,6961,James,Mitchell,Corporate,Costa Mesa,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,29.73999977,29.73999977
21407,2015-11-09 11:28:00,COMPLETE,6956,Mary,Anderson,Corporate,Joliet,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-25.73999977,-25.73999977
25050,2016-01-01 15:46:00,COMPLETE,10082,Anna,Smith,Corporate,Brownsville,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,13.72999954,13.72999954
24438,2015-12-23 17:22:00,COMPLETE,12038,Patricia,Smith,Corporate,Fort Lauderdale,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,29.73999977,29.73999977
23807,2015-12-14 12:18:00,COMPLETE,1839,Mary,Soto,Corporate,Silver Spring,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,40.04000092,40.04000092
21349,2015-11-08 15:09:00,COMPLETE,10155,Mary,French,Corporate,Pawtucket,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-76.30000305,-76.30000305
22224,2015-11-21 09:42:00,COMPLETE,1098,Mary,Cunningham,Corporate,Columbia,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,54.90999985,54.90999985
49806,2016-12-28 00:54:00,COMPLETE,3172,Karen,Boyle,Corporate,Colorado Springs,EE. UU.,Pacific Asia,West Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.199999809,52.79000092,5.28000021,5.28000021
47044,2016-11-17 17:15:00,COMPLETE,5536,Mary,Smith,Corporate,Alhambra,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-183.0299988,-183.0299988
41676,2016-08-31 08:36:00,COMPLETE,11372,Mary,Clark,Corporate,Bakersfield,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,-171.5899963,-171.5899963
49598,2016-12-25 00:02:00,COMPLETE,4005,Virginia,Dyer,Corporate,Quincy,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,15.60000038,114.3899994,29.73999977,29.73999977
42130,2016-09-06 23:39:00,COMPLETE,11632,Mary,Smith,Corporate,San Antonio,EE. UU.,Pacific Asia,Central Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,29.39999962,29.39999962
26036,2016-01-16 01:13:00,COMPLETE,10891,Mary,Smith,Corporate,Pittsfield,EE. UU.,Pacific Asia,Eastern Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.800000191,52.18999863,14.09000015,14.09000015
29746,2016-03-10 04:59:00,COMPLETE,11924,Mary,Ramos,Corporate,Westminster,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-4.860000134,-4.860000134
27457,2016-02-05 19:03:00,COMPLETE,4813,Mary,Smith,Corporate,Chino,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,49.75999832,49.75999832
21309,2015-11-08 01:08:00,COMPLETE,11801,Shirley,Smith,Corporate,Chicago,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,54.27999878,54.27999878
23267,2015-12-06 15:06:00,COMPLETE,6156,Mary,Hernandez,Corporate,Bronx,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,29.39999962,29.39999962
23706,2015-12-13 00:55:00,COMPLETE,1763,Mary,Huffman,Corporate,Marion,EE. UU.,Pacific Asia,Oceania,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.800000191,52.18999863,5.21999979,5.21999979
27729,2016-02-09 18:21:00,COMPLETE,6721,Mary,Poole,Corporate,North Hills,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,41.04999924,41.04999924
30519,2016-03-21 11:48:00,COMPLETE,12205,Roy,Smith,Corporate,Chicago,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,29.73999977,29.73999977
21267,2015-11-07 10:25:00,COMPLETE,5582,Gloria,Larson,Corporate,Chicago,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-28.27000046,-28.27000046
30658,2016-03-23 12:30:00,COMPLETE,10790,Stephen,Smith,Corporate,Salina,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-149.8500061,-149.8500061
30323,2016-03-18 15:08:00,COMPLETE,11922,Donald,Taylor,Corporate,Hyattsville,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,29.39999962,29.39999962
30712,2016-03-24 07:25:00,COMPLETE,6855,Louis,Callahan,Corporate,Philadelphia,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-90.47000122,-90.47000122
30044,2016-03-14 13:24:00,COMPLETE,10438,Barbara,Johnston,Corporate,North Richland Hills,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,38.22000122,38.22000122
74194,2017-12-19 01:06:00,COMPLETE,17747,Jacqueline,Bauer,Corporate,Spring Valley,EE. UU.,Pacific Asia,South Asia,1347,Baby sweater,Baby,59.08000183,59.08000183,1,7.679999828,51.40000153,16.70000076,16.70000076
72458,2017-11-23 16:54:00,COMPLETE,16011,Martina,Bridges,Corporate,Fort Lauderdale,EE. UU.,Pacific Asia,South Asia,1357,Men's gala suit,Men's Clothing,210.8500061,210.8500061,1,27.40999985,183.4400024,-262.8699951,-262.8699951
25050,2016-01-01 15:46:00,COMPLETE,10082,Anna,Smith,Corporate,Brownsville,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,53.15000153,53.15000153
74451,2017-12-22 19:09:00,COMPLETE,18004,Delilah,Church,Corporate,Chicago,EE. UU.,Pacific Asia,Southeast Asia,1350,Children's heaters,Children's Clothing,357.1000061,357.1000061,1,46.41999817,310.6799927,-201.9400024,-201.9400024
22297,2015-11-22 11:16:00,COMPLETE,8,Megan,Smith,Corporate,Lawrence,EE. UU.,Pacific Asia,Southeast Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.800000191,52.18999863,24.53000069,24.53000069
24552,2015-12-25 09:18:00,COMPLETE,3275,Steven,Williams,Corporate,Fremont,EE. UU.,Pacific Asia,Southeast Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,55.40999985,55.40999985
44706,2016-10-14 14:09:00,COMPLETE,9023,Jonathan,Schmidt,Corporate,Cleveland,EE. UU.,Pacific Asia,West Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,59.99000168,1,7.800000191,52.18999863,1.039999962,1.039999962
48950,2016-12-15 13:00:00,COMPLETE,8643,Mary,Valenzuela,Corporate,Ontario,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,21.48999977,21.48999977
47600,2016-11-25 20:02:00,COMPLETE,11797,Kimberly,Smith,Corporate,West Covina,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-82.90000153,-82.90000153
47044,2016-11-17 17:15:00,COMPLETE,5536,Mary,Smith,Corporate,Alhambra,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,41.04999924,41.04999924
43257,2016-09-23 10:30:00,COMPLETE,4062,Eugene,Smith,Corporate,Oceanside,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,-169.6399994,-169.6399994
49888,2016-12-29 05:38:00,COMPLETE,6897,Mary,Howard,Corporate,Columbus,EE. UU.,Pacific Asia,West Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,16.89999962,113.0899963,11.31000042,11.31000042
42130,2016-09-06 23:39:00,COMPLETE,11632,Mary,Smith,Corporate,San Antonio,EE. UU.,Pacific Asia,Central Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,-6.960000038,-6.960000038
24752,2015-12-28 07:22:00,COMPLETE,11892,Diana,Hernandez,Corporate,Lodi,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,12.14999962,12.14999962
24548,2015-12-25 07:54:00,COMPLETE,6763,William,Salas,Corporate,Los Angeles,EE. UU.,Pacific Asia,Eastern Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,6.960000038,6.960000038
73906,2017-12-14 20:12:00,COMPLETE,17459,Tatyana,Vasquez,Corporate,Newburgh,EE. UU.,Pacific Asia,Eastern Asia,1363,Summer dresses,Women's Clothing,215.8200073,215.8200073,1,32.36999893,183.4499969,49.52999878,49.52999878
27729,2016-02-09 18:21:00,COMPLETE,6721,Mary,Poole,Corporate,North Hills,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,5.519999981,5.519999981
28355,2016-02-18 21:40:00,COMPLETE,8622,Shirley,Smith,Corporate,Pompano Beach,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,-165.7400055,-165.7400055
23456,2015-12-09 09:19:00,COMPLETE,241,Janet,Carter,Corporate,Hamilton,EE. UU.,Pacific Asia,Oceania,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,-73.69999695,-73.69999695
74193,2017-12-19 00:45:00,COMPLETE,17746,Roanna,Combs,Corporate,Milpitas,EE. UU.,Pacific Asia,South Asia,1347,Baby sweater,Baby,59.08000183,59.08000183,1,8.859999657,50.22000122,-38.52000046,-38.52000046
50466,2017-01-06 16:08:00,COMPLETE,822,Rebecca,Smith,Corporate,Rowland Heights,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,9.5,9.5
50377,2017-01-05 08:57:00,COMPLETE,6376,Crystal,Rodriguez,Corporate,North Tonawanda,EE. UU.,Pacific Asia,South Asia,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.9900055,129.9900055,1,19.5,110.4899979,53.04000092,53.04000092
61855,2017-06-21 22:12:00,COMPLETE,9557,Mary,Figueroa,Consumer,Gardena,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,45.0,454.9500122,153.7700043,153.7700043
67415,2017-09-11 02:07:00,COMPLETE,11397,Mary,Mercer,Consumer,Tallahassee,EE. UU.,Europe,Northern Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,50.0,449.9599915,224.9799957,224.9799957
66794,2017-09-02 00:33:00,COMPLETE,6999,Mary,Pitts,Consumer,Cicero,EE. UU.,Europe,Northern Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,50.0,449.9599915,-314.9700012,-314.9700012
17467,2015-09-12 23:07:00,COMPLETE,10534,Mary,Brooks,Consumer,Eugene,EE. UU.,Europe,Northern Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,50.0,449.9599915,101.2399979,101.2399979
16419,2015-08-28 15:57:00,COMPLETE,6815,Patricia,Kramer,Consumer,Los Angeles,EE. UU.,Europe,Southern Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,50.0,449.9599915,121.4899979,121.4899979
65249,2017-08-10 11:16:00,COMPLETE,2269,Brittany,Garner,Consumer,Riverside,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,59.99000168,439.9599915,118.7900009,118.7900009
17449,2015-09-12 16:48:00,COMPLETE,10708,Diana,Smith,Consumer,Asheboro,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,64.98999786,434.9599915,49.15000153,49.15000153
63803,2017-07-20 08:40:00,COMPLETE,9119,Mary,Smith,Consumer,La Crosse,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,64.98999786,434.9599915,195.7299957,195.7299957
16969,2015-09-05 16:38:00,COMPLETE,9500,Mary,Vance,Consumer,Florissant,EE. UU.,Europe,Northern Europe,172,Nike Women's Tempo Shorts,Cardio Equipment,30.0,150.0,5,22.5,127.5,36.97999954,36.97999954
16369,2015-08-27 22:26:00,COMPLETE,9910,Justin,Ortega,Consumer,Encinitas,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,74.98999786,424.9599915,133.0099945,133.0099945
66702,2017-08-31 16:19:00,COMPLETE,5036,Andrew,Smith,Consumer,Canyon Country,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,79.98999786,419.9599915,172.1799927,172.1799927
10584,2015-06-04 11:41:00,COMPLETE,2698,Mary,Adams,Consumer,Pomona,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,79.98999786,419.9599915,94.48999786,94.48999786
17368,2015-09-11 12:26:00,COMPLETE,6220,Mary,Smith,Consumer,Ithaca,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,79.98999786,419.9599915,109.1900024,109.1900024
20291,2015-10-24 04:29:00,COMPLETE,1555,Adam,Smith,Consumer,Staten Island,EE. UU.,Europe,Western Europe,282,Under Armour Women's Ignite PIP VI Slide,Electronics,31.98999977,159.9499969,5,25.59000015,134.3600006,22.84000015,22.84000015
14384,2015-07-29 23:00:00,COMPLETE,6947,Frances,Boyle,Consumer,Los Angeles,EE. UU.,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,84.98999786,414.9599915,-643.1900024,-643.1900024
64066,2017-07-24 04:49:00,COMPLETE,442,Mary,Smith,Consumer,Allentown,EE. UU.,Europe,Southern Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,499.9500122,5,89.98999786,409.9599915,114.7900009,114.7900009
