Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode, ,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend
TRANSFER,4,4,90.22000122,191.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Aaron,12033,Villa,XXXXXXXXX,Consumer,PR,3385 Cotton Wharf,725,5,Golf,18.24063492,-66.37050629,Pacific Asia,Nantong,China,12033,11/17/2015 17:46,21973,627,8.0,0.039999999,54960,39.99000168,0.469999999,5,199.9499969,191.9499969,90.22000122,Eastern Asia,Jiangsu,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/21/2015 17:46,Standard Class,,3262,2827,41,17,4,20151117,12,1953,Tuesday,11,4,2015,False
TRANSFER,2,4,92.62999725,237.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9248,Luna,XXXXXXXXX,Consumer,PR,340 Velvet Barn Gate,725,5,Golf,18.22028542,-66.37062836,Pacific Asia,Taizz,Yemen,9248,1/3/2017 4:03,50226,502,12.5,0.050000001,125535,50.0,0.389999986,5,250.0,237.5,92.62999725,West Asia,Taiz,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/5/2017 4:03,Standard Class,,2502,4139,34,15,4,20170103,9,3947,Tuesday,1,1,2017,False
TRANSFER,3,4,14.96000004,237.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,2214,Smith,XXXXXXXXX,Consumer,PR,6567 Red Sky Gate,725,5,Golf,18.2725296,-66.37059784,Pacific Asia,Bagdad,Irak,2214,10/13/2016 6:58,44617,502,12.5,0.050000001,111395,50.0,0.059999999,5,250.0,237.5,14.96000004,West Asia,Bagdad,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/16/2016 6:58,Standard Class,,599,268,34,15,4,20161013,9,3552,Thursday,10,4,2016,False
TRANSFER,2,4,59.06000137,236.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6738,Taylor,XXXXXXXXX,Consumer,PR,9022 Foggy Dell,725,5,Golf,18.27444458,-66.37059021,Pacific Asia,Yangzhou,China,6738,11/6/2015 9:33,21196,502,13.75,0.059999999,53018,50.0,0.25,5,250.0,236.25,59.06000137,Eastern Asia,Jiangsu,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/8/2015 9:33,Standard Class,,1831,4726,34,15,4,20151106,9,1855,Friday,11,4,2015,False
TRANSFER,4,4,72.08000183,232.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Karen,5074,Smith,XXXXXXXXX,Consumer,PR,1063 Fallen Subdivision,725,5,Golf,18.20542717,-66.37052918,Pacific Asia,Asahikawa,Japón,5074,11/6/2015 8:30,21193,502,17.5,0.07,53008,50.0,0.310000002,5,250.0,232.5,72.08000183,Eastern Asia,Hokkaido,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/10/2015 8:30,Standard Class,,1379,197,34,15,4,20151106,12,1853,Friday,11,4,2015,False
TRANSFER,4,4,-55.34000015,232.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Robert,9148,Gallagher,XXXXXXXXX,Consumer,PR,2220 Quaking Lookout,725,5,Golf,18.24677658,-66.37056732,Pacific Asia,Valencia,Filipinas,9148,1/16/2016 14:10,26073,502,17.5,0.07,65260,50.0,-0.239999995,5,250.0,232.5,-55.34000015,Southeast Asia,Mindanao Septentrional,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/20/2016 14:10,Standard Class,,2468,4441,34,15,4,20160116,12,2427,Saturday,1,1,2016,True
TRANSFER,6,4,82.98999786,331.9700012,Late delivery,1,9,Cardio Equipment,New York,EE. UU.,XXXXXXXXX,Mary,3497,Smith,XXXXXXXXX,Consumer,NY,6449 Lazy Robin Drive,10016,3,Footwear,40.74559021,-73.97927856,Africa,Khouribga,Marruecos,3497,10/10/2016 11:42,44425,191,67.98999786,0.170000002,110912,99.98999786,0.25,4,399.9599915,331.9700012,82.98999786,North Africa,Chauía-Uardiga,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,10/16/2016 11:42,Standard Class,,947,1906,15,7,2,20161010,10,3532,Monday,10,4,2016,False
TRANSFER,6,4,103.9100037,331.9700012,Late delivery,1,9,Cardio Equipment,Phoenix,EE. UU.,XXXXXXXXX,Janice,10066,Smith,XXXXXXXXX,Consumer,AZ,6229 Clear Oak Lookout,85033,3,Footwear,33.4926796,-112.2088623,Africa,Lagos,Nigeria,10066,12/24/2016 14:13,49570,191,67.98999786,0.170000002,123876,99.98999786,0.310000002,4,399.9599915,331.9700012,103.9100037,West Africa,Lagos,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,12/30/2016 14:13,Standard Class,,2723,2008,15,7,2,20161224,10,3901,Saturday,12,4,2016,True
TRANSFER,5,4,76.43000031,218.3600006,Late delivery,1,17,Cleats,Eugene,EE. UU.,XXXXXXXXX,Jonathan,4248,Smith,XXXXXXXXX,Consumer,OR,72 Noble Path,97402,4,Apparel,44.05007172,-123.1093521,Africa,Hurghada,Egipto,4248,9/6/2016 12:48,42099,365,21.60000038,0.090000004,105110,59.99000168,0.349999994,4,239.9600067,218.3600006,76.43000031,North Africa,Al Bahr al Ahmar,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/11/2016 12:48,Standard Class,,1152,1701,32,13,3,20160906,10,3376,Tuesday,9,3,2016,False
TRANSFER,2,4,65.51000214,218.3600006,Advance shipping,0,17,Cleats,Long Beach,EE. UU.,XXXXXXXXX,Mary,6473,Castillo,XXXXXXXXX,Consumer,CA,870 Amber Quail Circuit,90806,4,Apparel,33.78982544,-118.1819992,Africa,Accra,Ghana,6473,11/27/2016 17:56,47731,365,21.60000038,0.090000004,119355,59.99000168,0.300000012,4,239.9600067,218.3600006,65.51000214,West Africa,Gran Accra,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/29/2016 17:56,Standard Class,,1758,16,32,13,3,20161127,9,3775,Sunday,11,4,2016,True
TRANSFER,3,4,76.01999664,211.1600037,Advance shipping,0,17,Cleats,Algonquin,EE. UU.,XXXXXXXXX,Karen,12288,Smith,XXXXXXXXX,Consumer,IL,1726 Velvet Thicket,60102,4,Apparel,42.17575073,-88.32157135,Africa,Boghni,Argelia,12288,11/3/2016 9:13,46062,365,28.79999924,0.119999997,115136,59.99000168,0.360000014,4,239.9600067,211.1600037,76.01999664,North Africa,Tizi Ouzou,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/6/2016 9:13,Standard Class,,3341,511,32,13,3,20161103,9,3659,Thursday,11,4,2016,False
TRANSFER,4,4,-154.7799988,211.1600037,Shipping on time,0,17,Cleats,Indianapolis,EE. UU.,XXXXXXXXX,Mary,7764,Wilson,XXXXXXXXX,Consumer,IN,6163 Lazy Pointe,46227,4,Apparel,39.64605331,-86.11961365,Africa,Meknes,Marruecos,7764,10/17/2016 23:25,44938,365,28.79999924,0.119999997,112233,59.99000168,-0.730000019,4,239.9600067,211.1600037,-154.7799988,North Africa,Mequinez-Tafilalet,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/21/2016 23:25,Standard Class,,2112,2554,32,13,3,20161017,12,3575,Monday,10,4,2016,False
TRANSFER,4,4,71.38999939,203.9700012,Shipping on time,0,17,Cleats,Los Angeles,EE. UU.,XXXXXXXXX,Mary,11720,Smith,XXXXXXXXX,Consumer,CA,5530 Emerald Elk Mews,90003,4,Apparel,33.9598465,-118.3780823,Africa,Abidjan,Costa de Marfil,11720,1/9/2017 21:54,50688,365,35.99000168,0.150000006,126673,59.99000168,0.349999994,4,239.9600067,203.9700012,71.38999939,West Africa,Lagunes,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/13/2017 21:54,Standard Class,,3181,9,32,13,3,20170109,12,3987,Monday,1,1,2017,False
TRANSFER,6,4,65.51000214,201.5700073,Late delivery,1,17,Cleats,Buena Park,EE. UU.,XXXXXXXXX,Harold,3935,Hayes,XXXXXXXXX,Consumer,CA,3740 Velvet Rise,90620,4,Apparel,34.13899231,-118.3884659,Africa,Thika,Kenia,3935,12/22/2016 18:26,49445,365,38.38999939,0.159999996,123581,59.99000168,0.330000013,4,239.9600067,201.5700073,65.51000214,East Africa,Central,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/28/2016 18:26,Standard Class,,1066,4252,32,13,3,20161222,10,3895,Thursday,12,4,2016,False
TRANSFER,4,4,72.84999847,158.3600006,Shipping on time,0,29,Shop By Sport,Hayward,EE. UU.,XXXXXXXXX,Mary,8792,Smith,XXXXXXXXX,Consumer,CA,3204 Cinder Line,94541,5,Golf,37.67551041,-122.0496826,Africa,Cairo,Egipto,8792,11/30/2016 18:27,47938,627,1.600000024,0.01,119885,39.99000168,0.460000008,4,159.9600067,158.3600006,72.84999847,North Africa,El Cairo,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/4/2016 18:27,Standard Class,,2384,665,41,17,4,20161130,12,3799,Wednesday,11,4,2016,False
TRANSFER,5,4,60.18000031,158.3600006,Late delivery,1,29,Shop By Sport,Catonsville,EE. UU.,XXXXXXXXX,Mary,10416,Goodwin,XXXXXXXXX,Consumer,MD,2476 Grand Leaf Townline,21228,5,Golf,39.26515198,-76.77284241,Africa,Ad Diwem,Sudán,10416,10/22/2016 12:23,45249,627,1.600000024,0.01,113056,39.99000168,0.379999995,4,159.9600067,158.3600006,60.18000031,North Africa,Nilo Blanco,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,10/27/2016 12:23,Standard Class,,2817,23,41,17,4,20161022,10,3592,Saturday,10,4,2016,True
TRANSFER,5,4,93.12000275,194.0,Late delivery,1,24,Women's Apparel,Carlisle,EE. UU.,XXXXXXXXX,Stephen,424,Douglas,XXXXXXXXX,Consumer,PA,1111 Cotton Vista,17013,5,Golf,40.21802902,-77.1828537,Africa,Abu Kabir,Egipto,424,9/3/2016 5:58,41874,502,6.0,0.029999999,104525,50.0,0.479999989,4,200.0,194.0,93.12000275,North Africa,Ash Sharqiyah,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/8/2016 5:58,Standard Class,,125,15,34,15,4,20160903,10,3360,Saturday,9,3,2016,True
TRANSFER,3,4,87.41999817,186.0,Advance shipping,0,24,Women's Apparel,Staten Island,EE. UU.,XXXXXXXXX,Crystal,10031,Blake,XXXXXXXXX,Consumer,NY,6764 Tawny Link,10306,5,Golf,40.56678009,-74.11734772,Africa,Alexandria,Egipto,10031,8/29/2016 20:10,41572,502,14.0,0.07,103766,50.0,0.469999999,4,200.0,186.0,87.41999817,North Africa,Alejandría,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/1/2016 20:10,Standard Class,,2708,87,34,15,4,20160829,9,3328,Monday,8,3,2016,False
TRANSFER,3,4,45.0,180.0,Advance shipping,0,24,Women's Apparel,Algonquin,EE. UU.,XXXXXXXXX,Karen,12288,Smith,XXXXXXXXX,Consumer,IL,1726 Velvet Thicket,60102,5,Golf,42.17575073,-88.32157135,Africa,Boghni,Argelia,12288,11/3/2016 9:13,46062,502,20.0,0.100000001,115138,50.0,0.25,4,200.0,180.0,45.0,North Africa,Tizi Ouzou,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/6/2016 9:13,Standard Class,,3341,511,34,15,4,20161103,9,3660,Thursday,11,4,2016,False
TRANSFER,6,4,69.58000183,139.1699982,Late delivery,1,29,Shop By Sport,Long Beach,EE. UU.,XXXXXXXXX,Michelle,10819,Koch,XXXXXXXXX,Consumer,CA,858 Emerald Key,90806,5,Golf,33.88898468,-118.2071152,Africa,Casablanca,Marruecos,10819,9/1/2016 22:47,41785,627,20.79000092,0.129999995,104306,39.99000168,0.5,4,159.9600067,139.1699982,69.58000183,North Africa,Gran Casablanca,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/7/2016 22:47,Standard Class,,2927,765,41,17,4,20160901,10,3350,Thursday,9,3,2016,False
TRANSFER,2,4,40.36000061,139.1699982,Advance shipping,0,29,Shop By Sport,Marietta,EE. UU.,XXXXXXXXX,Mary,5418,Roy,XXXXXXXXX,Consumer,GA,6292 Wishing Branch Via,30066,5,Golf,34.03212357,-84.51288605,Africa,Sale,Marruecos,5418,9/19/2016 6:18,42971,627,20.79000092,0.129999995,107336,39.99000168,0.289999992,4,159.9600067,139.1699982,40.36000061,North Africa,Rabat-Salé-Zemur-Zaer,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,9/21/2016 6:18,Standard Class,,1477,3483,41,17,4,20160919,9,3444,Monday,9,3,2016,False
TRANSFER,3,4,-290.5,166.0,Advance shipping,0,24,Women's Apparel,Jersey City,EE. UU.,XXXXXXXXX,Benjamin,7272,Hurst,XXXXXXXXX,Consumer,NJ,7697 Easy Butterfly Centre,7305,5,Golf,40.70602036,-74.08685303,Africa,Kalemie,República Democrática del Congo,7272,10/14/2016 3:59,44677,502,34.0,0.170000002,111568,50.0,-1.75,4,200.0,166.0,-290.5,Central Africa,Katanga,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/17/2016 3:59,Standard Class,,1961,1853,34,15,4,20161014,9,3557,Friday,10,4,2016,False
TRANSFER,2,4,-265.6000061,166.0,Advance shipping,0,24,Women's Apparel,Long Beach,EE. UU.,XXXXXXXXX,Jack,5329,Townsend,XXXXXXXXX,Consumer,CA,4352 Heather Timber Quay,90805,5,Golf,33.8371048,-118.1900482,Africa,Wad Madani,Sudán,5329,9/23/2016 13:39,43266,502,34.0,0.170000002,108079,50.0,-1.600000024,4,200.0,166.0,-265.6000061,North Africa,Gezira,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,9/25/2016 13:39,Standard Class,,1453,4575,34,15,4,20160923,9,3452,Friday,9,3,2016,False
TRANSFER,4,4,15.0,132.7700043,Shipping on time,0,29,Shop By Sport,Los Angeles,EE. UU.,XXXXXXXXX,Mary,11720,Smith,XXXXXXXXX,Consumer,CA,5530 Emerald Elk Mews,90003,5,Golf,33.9598465,-118.3780823,Africa,Abidjan,Costa de Marfil,11720,1/9/2017 21:54,50688,627,27.19000053,0.170000002,126672,39.99000168,0.109999999,4,159.9600067,132.7700043,15.0,West Africa,Lagunes,PROCESSING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/13/2017 21:54,Standard Class,,3181,9,41,17,4,20170109,12,3986,Monday,1,1,2017,False
TRANSFER,3,4,47.56000137,164.0,Advance shipping,0,24,Women's Apparel,Memphis,EE. UU.,XXXXXXXXX,Henry,7810,Smith,XXXXXXXXX,Consumer,TN,1490 Amber Forest Forest,38109,5,Golf,35.0965271,-90.06786346,Africa,Kinshasa,República Democrática del Congo,7810,11/30/2016 11:06,47917,502,36.0,0.180000007,119835,50.0,0.289999992,4,200.0,164.0,47.56000137,Central Africa,Kinshasa,PROCESSING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,12/3/2016 11:06,Standard Class,,2127,1920,34,15,4,20161130,9,3798,Wednesday,11,4,2016,False
TRANSFER,2,4,27.54000092,67.16999817,Advance shipping,0,36,Golf Balls,Lutz,EE. UU.,XXXXXXXXX,Grace,3624,Shah,XXXXXXXXX,Consumer,FL,9044 Round Private,33549,6,Outdoors,28.08681297,-82.43898773,Africa,Mogadishu,Somalia,3624,12/14/2016 19:50,48901,810,12.78999996,0.159999996,122273,19.98999977,0.409999996,4,79.95999908,67.16999817,27.54000092,East Africa,Benadir,PROCESSING,,810,36,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+Golf+Glove,Glove It Women's Mod Oval Golf Glove,19.98999977,0,12/16/2016 19:50,Standard Class,,982,2702,45,18,5,20161214,9,3863,Wednesday,12,4,2016,False
TRANSFER,6,4,62.06000137,170.9600067,Shipping canceled,0,6,Tennis & Racquet,Lombard,EE. UU.,XXXXXXXXX,Pamela,7331,Strong,XXXXXXXXX,Consumer,IL,2557 Gentle Hills Wynd,60148,2,Fitness,41.85577774,-88.00856781,Africa,Luanda,Angola,7331,10/8/2016 3:39,44265,116,9.0,0.050000001,110520,44.99000168,0.360000014,4,179.9600067,170.9600067,62.06000137,Central Africa,Luanda,SUSPECTED_FRAUD,,116,6,,http://images.acmesports.sports/Nike+Men%27s+Comfort+2+Slide,Nike Men's Comfort 2 Slide,44.99000168,0,10/14/2016 3:39,Standard Class,,1983,2239,10,5,1,20161008,11,3515,Saturday,10,4,2016,True
TRANSFER,6,4,186.2200012,387.9599915,Shipping canceled,0,9,Cardio Equipment,Oxnard,EE. UU.,XXXXXXXXX,Mary,125,Gallagher,XXXXXXXXX,Consumer,CA,9831 Sunny Cloud Valley,93030,3,Footwear,33.79024124,-118.2131653,Africa,Dar es Salaam,Tanzania,125,8/30/2016 2:28,41590,191,12.0,0.029999999,103813,99.98999786,0.479999989,4,399.9599915,387.9599915,186.2200012,East Africa,Dar es Salaam,SUSPECTED_FRAUD,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,9/5/2016 2:28,Standard Class,,35,1058,15,7,2,20160830,11,3329,Tuesday,8,3,2016,False
TRANSFER,3,4,-63.15999985,191.9700012,Shipping canceled,0,17,Cleats,Brooklyn,EE. UU.,XXXXXXXXX,Mary,9419,Smith,XXXXXXXXX,Consumer,NY,6269 Harvest Shadow Meadow,11207,4,Apparel,40.66577148,-73.89246368,Africa,Cairo,Egipto,9419,11/2/2016 6:56,45987,365,47.99000168,0.200000003,114931,59.99000168,-0.330000013,4,239.9600067,191.9700012,-63.15999985,North Africa,El Cairo,SUSPECTED_FRAUD,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/5/2016 6:56,Standard Class,,2550,668,32,13,3,20161102,11,3655,Wednesday,11,4,2016,False
TRANSFER,3,4,86.23999786,176.0,Shipping canceled,0,24,Women's Apparel,New Bedford,EE. UU.,XXXXXXXXX,Teresa,1250,Smith,XXXXXXXXX,Consumer,MA,9725 Cotton Forest,2740,5,Golf,41.63562393,-70.93080139,Africa,Ad Diwem,Sudán,1250,10/10/2016 21:09,44452,502,24.0,0.119999997,110981,50.0,0.49000001,4,200.0,176.0,86.23999786,North Africa,Nilo Blanco,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,10/13/2016 21:09,Standard Class,,332,24,34,15,4,20161010,11,3536,Monday,10,4,2016,False
TRANSFER,4,4,44.52999878,139.1699982,Shipping canceled,0,29,Shop By Sport,Newburgh,EE. UU.,XXXXXXXXX,Cynthia,7683,Wallace,XXXXXXXXX,Consumer,NY,6412 Quiet Swale,12550,5,Golf,41.50205994,-74.01177216,Africa,Kindia,Guinea,7683,12/19/2016 10:54,49218,627,20.79000092,0.129999995,123061,39.99000168,0.319999993,4,159.9600067,139.1699982,44.52999878,West Africa,Kindia,SUSPECTED_FRAUD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/23/2016 10:54,Standard Class,,2086,1913,41,17,4,20161219,11,3887,Monday,12,4,2016,False
TRANSFER,6,4,63.5,235.1999969,Shipping canceled,0,26,Girls' Apparel,Miami,EE. UU.,XXXXXXXXX,Mary,2728,Adams,XXXXXXXXX,Consumer,FL,2459 Velvet Brook Woods,33175,5,Golf,25.74613953,-80.39176178,Africa,Taza,Marruecos,2728,11/29/2016 8:07,47840,565,44.79999924,0.159999996,119624,70.0,0.270000011,4,280.0,235.1999969,63.5,North Africa,Taza-Alhucemas-Taunat,SUSPECTED_FRAUD,,565,26,,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,adidas Youth Germany Black/Red Away Match Soc,70.0,0,12/5/2016 8:07,Standard Class,,741,4167,36,16,4,20161129,11,3790,Tuesday,11,4,2016,False
TRANSFER,4,4,8.260000229,131.1699982,Shipping canceled,0,29,Shop By Sport,Lansdale,EE. UU.,XXXXXXXXX,Mary,4612,Wilson,XXXXXXXXX,Consumer,PA,5078 Foggy Panda Highlands,19446,5,Golf,40.24931717,-75.25538635,Africa,Dire Dawa,Etiopía,4612,11/24/2016 6:33,47493,627,28.79000092,0.180000007,118732,39.99000168,0.059999999,4,159.9600067,131.1699982,8.260000229,East Africa,Dire Dawa,SUSPECTED_FRAUD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,11/28/2016 6:33,Standard Class,,1252,1119,41,17,4,20161124,11,3765,Thursday,11,4,2016,False
TRANSFER,3,4,20.0,160.0,Shipping canceled,0,24,Women's Apparel,Brooklyn,EE. UU.,XXXXXXXXX,Mary,9419,Smith,XXXXXXXXX,Consumer,NY,6269 Harvest Shadow Meadow,11207,5,Golf,40.66577148,-73.89246368,Africa,Cairo,Egipto,9419,11/2/2016 6:56,45987,502,40.0,0.200000003,114932,50.0,0.129999995,4,200.0,160.0,20.0,North Africa,El Cairo,SUSPECTED_FRAUD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/5/2016 6:56,Standard Class,,2550,668,34,15,4,20161102,11,3656,Wednesday,11,4,2016,False
TRANSFER,6,4,61.75999832,205.8800049,Shipping canceled,0,37,Electronics,Oxnard,EE. UU.,XXXXXXXXX,Mary,125,Gallagher,XXXXXXXXX,Consumer,CA,9831 Sunny Cloud Valley,93030,6,Outdoors,33.79024124,-118.2131653,Africa,Dar es Salaam,Tanzania,125,8/30/2016 2:28,41590,821,2.079999924,0.01,103814,51.99000168,0.300000012,4,207.9600067,205.8800049,61.75999832,East Africa,Dar es Salaam,SUSPECTED_FRAUD,,821,37,,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,0,9/5/2016 2:28,Standard Class,,35,1058,47,19,5,20160830,11,3330,Tuesday,8,3,2016,False
TRANSFER,5,4,108.1500015,319.9700012,Shipping canceled,0,9,Cardio Equipment,Los Angeles,EE. UU.,XXXXXXXXX,Mary,12019,Walters,XXXXXXXXX,Consumer,CA,5571 Rocky Knoll,90037,3,Footwear,33.95993424,-118.3780823,Europe,Groningen,Países Bajos,12019,7/27/2017 5:41,64274,191,79.98999786,0.200000003,160678,99.98999786,0.340000004,4,399.9599915,319.9700012,108.1500015,Western Europe,Groningen,CANCELED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/1/2017 5:41,Standard Class,,3261,1456,15,7,2,20170727,11,5028,Thursday,7,3,2017,False
TRANSFER,4,4,115.2300034,235.1600037,Shipping canceled,0,17,Cleats,Baltimore,EE. UU.,XXXXXXXXX,Mary,10549,Atkinson,XXXXXXXXX,Consumer,MD,8773 Colonial Shadow Maze,21206,4,Apparel,39.13785553,-76.81587219,Europe,Turin,Italia,10549,7/14/2015 2:31,13298,365,4.800000191,0.02,33275,59.99000168,0.49000001,4,239.9600067,235.1600037,115.2300034,Southern Europe,Piamonte,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/18/2015 2:31,Standard Class,,2854,4399,32,13,3,20150714,11,1098,Tuesday,7,3,2015,False
TRANSFER,2,4,-109.4199982,230.3600006,Shipping canceled,0,17,Cleats,Phoenix,EE. UU.,XXXXXXXXX,Mary,4909,Smith,XXXXXXXXX,Consumer,AZ,1606 Rocky Shadow Ledge,85035,4,Apparel,33.47337341,-112.1697769,Europe,Cologne,Alemania,4909,7/5/2017 12:22,62786,365,9.600000381,0.039999999,156977,59.99000168,-0.479999989,4,239.9600067,230.3600006,-109.4199982,Western Europe,Renania del Norte-Westfalia,CANCELED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/7/2017 12:22,Standard Class,,1341,915,32,13,3,20170705,11,4949,Wednesday,7,3,2017,False
